Train No	Train Name
42421	MMC-SPE EMU LOCAL
42422	SPE-MMC EMU LOCAL
42423	MMC-SPE EMU LOCAL
42451	GPD-SPE EMU LOCAL
42452	SPE - GPD
42601	MSB-GPD EMU LOCAL
42602	GPD-MSB EMU LOCAL
42603	MSB-GPD EMU LOCAL
42604	GPD-MSB EMU LOCAL
42605	MSB-GPD EMU LOCAL
42606	GPD-MSB EMU LOCAL
42701	MSB-PON EMU LOCAL
42702	PON-MSB EMU LOCAL
42802	SPE-MSB EMU LOCAL
42901	MMC-ENR EMU LOCAL
43001	MMC-AVD EMU LOCAL
43002	AVD-MMC EMU LOCAL
43003	MMC-AVD EMU LOCAL
43005	MMC-AVD EMU LOCAL
43006	AVD-MMC EMU LOCAL
43007	MMC-AVD EMU LOCAL
43008	AVD-MMC EMU LOCAL
43011	MMC-AVD EMU LOCAL
43013	MMC-AVD EMU LOCAL
43014	AVD-MMC EMU LOCAL
43015	MMC-AVD EMU LOCAL
43016	AVD-MMC EMU LOCAL
43017	MMC-AVD EMU LOCAL
43018	AVD-MMC EMU LOCAL
43019	MMC-AVD EMU LOCAL
43020	AVD-MMC EMU LOCAL
43021	MMC-AVD EMU LOCAL
43022	AVD-MMC EMU LOCAL
43029	MMC-AVD
43031	MMCC-AVD EMU LOCAL
43101	MMC-PTMS EMU LOCAL
43102	PTMS-MMC EMU LOCAL
43103	MMC-PTMS EMU LOCAL
43104	PTMS-MMC EMU LOCAL
43105	MMC-PTMS EMU LOCAL
43106	PTMS-MMC EMU LOCAL
43107	MMC-PTMS EMU LOCAL
43108	PTMS-MMC EMU LOCAL
43109	MMC-PTMS EMU LOCAL
43110	PTMS-MMC EMU LOCAL
43111	MMC-PTMS EMU LOCAL
43112	PTMS-MMC EMU LOCAL
43113	MMC-PTMS EMU LOCAL
43114	PTMS-MMC EMU LOCAL
43115	MMC-PTMS EMU LOCAL
43116	PTMS-MMC EMU LOCAL
43117	MMC-PTMS EMU LOCAL
43118	PTMS-MMC EMU LOCAL
43119	MMC-PTMS EMU LOCAL
43120	PTMS-MMC EMU LOCAL
43121	MMC-PTMS EMU LOCAL
43122	PTMS-MMC EMU LOCAL
43123	MMC-PTMS EMU LOCAL
43124	PTMS-MMC EMU LOCAL
43125	MMC-PTMS EMU LOCAL
43126	PTMS-MMC EMU LOCAL
43127	MMC-PTMS EMU LOCAL
43128	PTMS-MMC EMU LOCAL
43130	PTMS-MMC EMU LOCAL
43132	PTMS-MMC EMU LOCAL
43201	MMC-TRL EMU LOCAL
43202	TRL-MMC EMU LOCAL
43203	MMC-TRL EMU LOCAL
43204	TRL-MMC EMU LOCAL
43205	MMC-TRL EMU LOCAL
43206	TRL-MMC EMU LOCAL
43207	MMC-TRL EMU LOCAL
43208	TRL-MMC EMU LOCAL
43209	MMC-TRL EMU LOCAL
43210	TRL-MMC EMU LOCAL
43211	MMC-TRL EMU LOCAL
43212	TRL-MMC EMU LOCAL
43213	MMC-TRL EMU LOCAL
43214	TRL-MMC EMU LOCAL
43215	MMC-TRL EMU LOCAL
43216	TRL-MMC EMU FAST
43217	MMC-TRL EMU LOCAL
43218	TRL-MMC EMU LOCAL
43219	MMC-TRL EMU LOCAL
43220	TRL-MMC EMU LOCAL
43221	MMC-TRL EMU LOCAL
43222	TRL-MMC EMU FAST
43223	MMC-TRL EMU LOCAL
43224	TRL-MMC EMU LOCAL
43225	MMC-TRL EMU LOCAL
43226	TRL-MMC EMU LOCAL
43227	MMC-TRL EMU LOCAL
43228	TRL-MMC EMU LOCAL
43229	MMC-TRL EMU LOCAL
43230	TRL-MMC EMU LOCAL
43231	MMC-TRL EMU LOCAL
43232	TRL-MMC EMU LOCAL
43233	MMC-TRL EMU LOCAL
43234	TRL-MMC EMU LOCAL
43235	MMC-TRL EMU LOCAL
43236	TRL-MMC EMU LOCAL
43237	MMC-TRL EMU LOCAL
43238	TRL-MMC EMU LOCAL
43239	MMC-TRL EMU LOCAL
43240	TRL-MMC EMU LOCAL
43241	MMC-TRL EMU LOCAL
43242	TRL-MMC EMU LOCAL
43243	MMC-TRL EMU LOCAL
43244	TRL-MMC EMU LOCAL
43245	MMC-TRL EMU LOCAL
43246	TRL-MMC EMU LOCAL
43247	MMC-TRL EMU LOCAL
43248	TRL-MMC EMU LOCAL
43249	MMC-TRL EMU LOCAL
43250	TRL-MMC EMU LOCAL
43251	MMC-TRL EMU LOCAL
43252	TRL-MMC EMU LOCAL
43253	MMC-TRL EMU LOCAL
43254	TRL-MMC EMU LOCAL
43255	MMC-TRL EMU LOCAL
43256	TRL-MMC EMU LOCAL
43257	MMC-TRL EMU LOCAL
43258	TRL-MMC EMU LOCAL
43260	TRL-MMC EMU LOCAL
43401	MMC-AJJ EMU LOCAL
43402	AJJ-MMC EMU LOCAL
43403	MMC-AJJ EMU LOCAL
43404	AJJ-MMC EMU LOCAL
43405	MMC-AJJ EMU LOCAL
43406	AJJ-MMC EMU FAST
43407	MMC-AJJ EMU LOCAl
43408	AJJ-MMC EMU FAST LOCAL
43409	MMC-AJJ EMU LOCAL
43410	AJJ-MMC EMU LOCAL
43411	MMC-AJJ EMU LOCAL
43412	AJJ-MMC EMU LOCAL
43413	MMC-AJJ EMU LOCAL
43414	AJJ-MMC EMU LOCAL
43415	MMC-AJJ EMU LOCAL
43418	AJJ-MMC EMU LOCAL
43419	MMC-AJJ EMU LOCAL
43420	AJJ-MMC EMU LOCAL
43421	MMC-AJJ EMU LOCAL
43422	AJJ-MMC EMU LOCAL
43424	AJJ-MMC EMU LOCAL
43425	MMC-AJJ EMU LOCAL
43426	AJJ-MMC EMU LOCAL
43427	MMC-AJJ EMU LOCAL
43428	AJJ-MMC EMU FAST LOCAL
43429	MMC-AJJ EMU LOCAL
43430	AJJ-MMC EMU LOCAL
43431	MMC-AJJ EMU LOCAL
43433	MMC-AJJ EMU LOCAL
43434	AJJ-MMC EMU LOCAL
43435	MMC-AJJ PASSR
43436	AJJ-MMC EMU LOCAL
43438	MMC-AJJ EMU
43501	MAS-TRT EMU LOCAL
43502	TRT-MMC EMU LOCAL
43503	MMC-TRT EMU LOCAL
43504	TRT-MMC EMU LOCAL
43505	MMC-TRT EMU LOCAL
43506	TRT-MMC EMU LOCAL
43507	MMC-TRT EMU LOCAL
43508	TRT-MMC EMU LOCAL
43509	MMC-TRT EMU LOCAL
43510	TRT-MMC EMU LOCAL
43511	MMC-TRT EMU LOCAL
43512	TRT-MMC EMU LOCAL
43513	MMC-TRT EMU LOCAL
43514	TRT-MMC EMU LOCAL
43515	MMC-TRT EMU LOCAL
43516	TRT-MMC EMU LOCAL
43517	MMC-TRT EMU LOCAL
43518	TRT-MMC EMU LOCAL
43520	TRT-MMC EMU LOCAL
43551	AJJ-TRT EMU LOCAL
43552	TRT-AJJ EMU LOCAL
43553	AJJ-TRT EMU LOCAL
43554	TRT-AJJ EMU LOCAL
43556	TRT-AJJ EMU LOCAL
43601	MSB-AVD EMU LOCAL
43602	AVD-MSB EMU LOCAL
43603	MSB-AVD EMU LOCAL
43604	AVD-MSB EMU LOCAL
43605	MSB-AVD EMU LOCAL
43606	AVD-MSB EMU LOCAL
43607	MSB-AVD EMU LOCAL
43608	AVD-MSB EMU LOCAL
43609	MSB-AVD EMU LOCAL
43610	AVD-MSB EMU LOCAL
43611	MSB-AVD EMU LOCAL
43612	AVD-MSB EMU LOCAL
43613	MSB-AVD EMU LOCAL
43614	AVD-MSB EMU LOCAL
43616	AVD-MSB EMU LOCAL
43618	AVD-MSB EMU LOCAL
43620	AVD-MSB EMU LOCAL
43622	AVD-MSB EMU LOCAL
43624	AVD-MSB EMU LOCAL
43701	MSB-TRL EMU LOCAL
43702	TRL-MSB EMU LOCAL
43703	MSB-TRL EMU LOCAL
43704	TRL-MSB EMU LOCAL
43705	MSB-TRL EMU LOCAL
43706	TRL-MSB EMU LOCAL
43707	MSB-TRL EMU LOCAL
43708	TRL-MSB EMU LOCAL
43709	MSB-TRL EMU LOCAL
43711	MSB-TRL EMU LOCAL
43713	MSB-TRL EMU LOCAL
43751	MSB-PTMS EMU LOCAL
43752	PTMS-MSB EMU LOCAL
43753	MSB-PTMS EMU LOCAL
43754	PTMS-MSB EMU LOCAL
43755	MSB-PTMS EMU LOCAL
43757	MSB-PTMS EMU LOCAL
43801	MSB-AJJ EMU LOCAL
43802	AJJ-MSB EMU LOCAL
43803	MSB-AJJ EMU LOCAL
43804	AJJ-MSB EMU LOCAL
43805	MSB-AJJ EMU LOCAL
43806	AJJ-MSB FAST EMU LOCAL
43807	MSB-AJJ EMU LOCAL
43808	AJJ-MSB EMU LOCAL
43821	MSB-TRT EMU LOCAL
43841	AVD-AJJ EMU LOCAL
43842	AJJ-AVD EMU LOCAL
43851	PON-TRL EMU LOCAL
43852	TRL-PON EMU LOCAL
43861	ENR-TRL EMU LOCAL
43872	PAB-MMC EMU LOCAL
43882	TI-MMC EMU LOCAL
43891	AVD-PTMS EMU LOCAL
43901	MMC-KBT EMU LOCAL
43902	KBT-MMC EMU LOCAL
43903	MMC-KBT EMU LOCAL
43904	KBT-MMC EMU LOCAL
43912	KBT-MSB
43921	TRL-KBT EMU LOCAL
47100	HYB-LPI
47101	HYB-LPI
47102	HYB-LPI
47103	HYB-LPI
47104	HYB-LPI
47105	HYB-LPI
47106	HYB-LPI
47107	HYB-LPI
47108	HYB-LPI
47109	HYB-LPI
47110	HYB-LPI
47111	HYB-LPI
47112	HYB-LPI
47113	HYB-LPI
47114	HYB-LPI
47115	HYB-LPI
47116	HYB-LPI
47117	HYB-LPI
47118	HYB-LPI
47119	HYB-LPI
47120	HYB-LPI
47121	HYB-LPI
47122	HYB-LPI
47123	HYB-LPI
47124	HYB-LPI
47125	HYB-LPI
47126	LPI-HYB
47127	LPI-HYB
47128	LPI-HYB
47129	LPI-HYB
47130	LPI-HYB
47131	LPI-HYB
47132	LPI-HYB
47133	HYB-LPI
47134	LPI-HYB
47135	LPI-HYB
47136	LPI-HYB
47137	LPI-HYB
47138	LPI-HYB
47139	LPI-HYB
47140	LPI-HYB
47141	LPI-HYB
47142	HYB-LPI
47143	LPI-HYB
47144	LPI-HYB
47145	LPI-HYB
47146	LPI-HYB
47147	LPI-HYB
47148	HYB-LPI
47149	FM-LPI
47150	FM-LPI
47151	FM-LPI
47152	FM-LPI
47153	FM-LPI
47154	FM-LPI
47155	FM-LPI
47156	FM-LPI
47157	FM-LPI
47158	FM-LPI
47159	SC-LPI
47160	FM-LPI
47161	FM-LPI
47162	FM-LPI
47163	FM-LPI
47164	FM-LPI
47165	SC-LPI
47166	FM-LPI
47167	FM-LPI
47168	SC-LPI
47169	FM-SC
47170	FM-LPI
47171	LPI-FM
47172	SC-FM
47173	LPI-FM
47174	LPI-FM
47175	LPI-FM
47176	LPI-SC
47177	LPI-FM
47178	LPI-FM
47179	LPI-FM
47180	LPI-FM
47181	LPI-FM
47182	LPI-FM
47183	LPI-FM
47184	LPI-FM
47185	LPI-FM
47186	LPI-FM
47187	LPI-FM
47188	LPI-FM
47189	LPI-FM
47190	LPI-FM
47191	LPI-FM
47192	LPI-FM
47193	LPI-SC
47194	LPI-FM
47195	LPI-SC
47196	SC-HYB
47197	FM-HYB
47198	FM-SC
47199	FM-HYB
47200	FM-HYB
47201	FM-HYB
47202	FM-HYB
47203	FM-SC
47204	FM-SC
47205	SC-FM
47206	HYB-SC
47207	SC-FM
47208	HYB-FM
47209	HYB-FM
47210	SC-FM
47211	MMTS-NEW-GENARATION
47212	MMTS-NEW-GENARATION
47213	LPI-FM
47214	FM-LPI
47215	LPI-FM
47216	FM-LPI
47217	LPI-FM
47218	FM-LPI
47219	LPI-FM
47220	FM-LPI
50103	DR-RN PASSENGER
50104	RN-DR PASSENGER
50105	DIVA-SWV SINDHUDURG PASS
50106	SINDHUDURG PASSENGER
50107	SWV-MAO PASSENGER
50108	MAO-SWV PASSENGER
50119	DIVA-PNVL PASSENGER
50120	PNVL-DIVA PASSENGER
51027	CSTM-PANDHARPUR PASS.
51028	FAST PASSENGER
51029	CSTM BJP PASSENGER
51030	BIJAPUR CSTM PASS
51033	SAINAGAR SHIRDI PASS
51034	SAINAGAR SHIRDI PASS
51111	CSN DHI MIX PAS
51112	DHI CSN MIX PAS
51113	CSN DHI MIX PAS
51114	DHI CSN MIX PAS
51115	CSN DHI MIX PAS
51116	DHI-CSN PASSGR
51117	KTE-CPU PASSENGER
51118	CPU-KTE PASSENGER
51119	CSN-DHI PASSENGER
51120	DHI-CSN PASSENGER
51135	BD AMI PASSENGE
51136	AMI BD PASS
51137	BD AMI PASSENGE
51138	AMI BD PASS
51139	BD AMI PASSENGE
51140	AMI BD PASS
51141	BD AMI PASSENGE
51142	AMI BD PASS
51145	BD AMI MIXD PAS
51146	AMI BD PASS
51147	BD AMI PASSENGE
51148	AMI BD PASS
51149	BD AMI PASSENGE
51150	AMI BD PASS
51153	MUMBAI BSL PASS
51154	BSL MUMBAI PASS
51157	BSL ET PASS
51158	ET BSL PASS
51181	DVL-BSL PASSENGER
51182	BSL-DVL PASSENGER
51183	BSL-AMI PASSENGER
51184	AMI-BSL PASSENGER
51187	BSL KTE PASS
51188	KTE BSL PASS
51189	ET ALD PASS
51190	ALD ET PASS
51195	WR
51196	BPQ WR PASS
51197	BSL-WR PASSENGER
51198	WR-BSL PASSENGER
51239	AMLA BZU PASSEN
51240	BZU AMLA PASSEN
51253	AMLA CWA PASS
51254	CWA AMLA PASS
51255	JUNNARDEO-CWA PASS
51256	CWA-JUNNARDEO PASS
51259	WR-NGP PASSENGER
51260	NGP -WR PASSENGER
51261	AMI-WR PASSENGER
51262	WR- AMI PASS
51285	BSL NGP PASSENG
51286	NGP BSL PASS
51293	NGP AMLA PASS
51294	AMLA NGP PASS
51317	KJT-PUNE PASSENGER
51318	PUNE-KJT PASSENGER
51323	DD-BRMT PASSENGER
51324	BRMT-PUNE PASSENGER
51325	PUNE-DD PASSENGER
51326	BRMT-PUNE PASSENGER
51327	DD-BRMT PASSENGER
51347	PUNE-BRMT PASSENGER
51348	BRMT-DD PASSENGER
51350	DD-PUNE PASSENGER
51353	PUNE-DD PASSENGER
51401	PUNE MMR PASS
51402	MMR PUNE PASS
51405	MRJ-CLR PASSENGER
51406	CLR-MRJ PASSENGER
51407	MRJ KOP PASSENG
51408	KOP MRJ PASSENG
51409	PUNE KOP PASS
51410	MRJ PUNE PASS
51411	BAY-DWR PASSENGER
51412	UBL-BAY PASSENGER
51419	MRJ-UBL PASSENGER
51420	UBL-MRJ PASSENGER
51421	PUNE-NZB PASSENGER
51422	NZB-PUNE PASSENGER
51423	IGP MMR SHUTTLE
51424	MMR IGP SHUTTLE
51425	PRLI - MRJ PASSENGER
51426	MRJ - PRLI PASSENGER
51427	MRJ KOP PASSENG
51428	KOP MRJ PASS
51429	SLI MRJ PASSENGER
51430	KOP SLI PASS
51431	MRJ LD PASSENGER
51432	LD MRJ PASNGR
51433	NZB-PVR PASSENGER
51434	PVR-NZB PASSENGER
51435	PUNE STR PASSENER
51436	STR-PUNE PASSENGER
51437	KWV-MRJ PASS
51438	MRJ-KWV PASS
51441	STR KOP PASS
51442	KOP-STR PASSENGER
51445	PVR MRJ PASS
51446	MRJ PVR PASS
51449	PUNE SUR PASS
51450	SUR PUNE PASS
51451	PUNE DD PASS
51452	DD PUNE PASS
51455	PUNE SUR PASS
51456	SUR PUNE PASS
51458	DWR-UBL PASSENGER
51461	MRJ-BGM PASSENGER
51462	BGM-MRJ PASSENGER
51463	MRJ-BGM PASSENGER
51464	BGM-MRJ PASSENGER
51601	BINA-KTE PASS
51602	KTE-BINA PASSANGER
51603	SGO-KTE PASSANGER
51605	KTE-CHRM PASSANGER
51606	CHRM-SGO PASSANGER
51607	BINA-GUNA PASSENGER
51608	GUNA-BINA PASSENGER
51609	BINA-GUNA PASSENGER
51610	GUNA-BINA PASSENGER
51611	KOTA-BINA PASSENGER
51612	BINA-KOTA PASSENGER
51613	KOTA-DMO PASSENGER
51614	DMO-KOTA PASSENGER
51631	BPL BINA MEMU PASS
51632	BINA- BPL MEMU PASS
51671	ET-KTE FAST PASSENGER
51672	KTE-ET FAST PASSENGER
51673	ET -STA  FAST PASS
51674	JBP ET PASS
51675	KTE CPU FAST PA
51676	CPU KTE FAST PA
51677	CPU-SKTN PASS
51678	SKTN-CPU PASS
51683	KNW-BIR  SHUTTLE
51684	BIR-KNW SHUTTLE
51685	KNW-BIR SHUTTLE
51686	BIR-KNW SHUTTLE
51687	KNW-BIR SHUTTLE
51688	BIR-KNW SHUTTLE
51689	KNW BIR SHUTTLE
51690	BIR KNW SHUTTLE
51701	JBP REWA PASS
51702	REWA JBP PASS
51751	REWA-BSP PASS.
51752	BSP-REWA PASSENGER
51753	REWA-CHRM PASSENGER
51754	CHRM-REWA PASSENGER
51755	CHRM-APR PASSENGER
51756	APR-CHRM PASSENGER
51763	STA-MKP PASSENGER
51764	MKP-STA PASSENGER
51765	STA-MKP PASSENGER
51766	MKP-STA PASSENGER
51767	KTE-STA PASSENGER
51768	STA-KTE PASSENGER
51801	MBA-CNB-PASS
51802	CNB-BNDA-PASS
51803	MBA BNDA PASS
51805	JHS-BNDA-PASS
51806	BNDA-JHS-PASS
51807	BNDA-MKP-PASS
51808	MKP-BNDA-PASS
51809	CNB-TDL-PASS
51810	TDL-CNB-PASSENGER
51811	BIN-JHS  PASS
51812	JHS-BIN PASS
51813	JHS-LKO PASS
51814	LKO-JHS PASS
51815	JHS-AGC PASS
51816	AF-JHS PASS
51817	TIKAMGARH JHANSI PASS
51818	JHANSI TIKAMGARH PASS
51819	JHS-ALD PASS.
51820	ALD-JHS PASS.
51821	JHS-KURJ PASS
51822	KURJ-JHS PASS
51823	ALD-FBD PASS.
51824	FBD-ALD PASS.
51825	CNB-FBD PASS.
51826	FKD-CNB PASS
51827	ET-JHS PASS
51828	JHS-ET PASS
51829	NGP-ET PASS
51830	ET-NGP PASS
51831	JHS-AGC
51832	AGC-JHS PASS
51861	AIT-KNH MIX ED PASS
51862	KNH-AIT PASS
51863	AIT-KNH PASS
51864	KNH-AIT PASS
51865	AIT-KNH PASS
51866	KNH-AIT PASS
51867	AIT-KNH PASS
51868	KNH-AIT PASS
51869	AIT-KNH PASS
51870	KNH-AIT PASS
51881	GWL-AGC PASS
51882	AGC-GWL PASS
51883	GWL-BIN PASS
51884	BIN-GWL PASS
51885	BINA-DMO PASS
51886	DMO-BINA PASS
51901	AGC-DLI PASSENGER
51902	DLI-AGC PASSENGER
51903	DLI-ROK PASSENGER
51904	ROK-DLI PASSENGER
51905	SMQL-DLI PASSENGER
51906	DLI-SMQL PASSENGER
51907	SMQL-SRE PASSENGER
51908	SRE-SMQL PASSENGER
51909	DLI--SMQL-SRE PASSENGER
51910	SRE-SMQL-DLI PASSENGER
51911	DLI-SMQL-SRE PASSENGER
51912	SRE-SMQL-DLI PASSENGER
51913	DLI-SMQL-SRE PASSENGER
51914	SRE-SMQL-DLI PASSENGER
51915	DLI-FN PASSENGER
51916	FN-DLI PASSENGER
51971	MTJ-AWR PASS
51972	MTJ-AWR PASS
51973	MTJ-JP PASSENGER
51974	BKI-MTJ PASSENGER
51975	KSJ-MTJ PASS
51976	MTJ-KSJ
52019	MIYAGAM KARJAN CHANDOD PASS
52023	MLSR DB PASSENGER
52024	DB MLSR PASSENGER
52026	CDD DB PASSENGER
52027	CRND DB PASSENGER
52028	DB CRND PASSENGER
52033	JMB PRTN PASSENGER
52034	PRTN JMB PASSENGER
52035	JMB PRTN PASSENGER
52036	PRTN JMB PASSENGER
52037	ND BDRN PASSENGER
52038	BDRN ND PASSENGER
52039	ND PTD PASSENGER
52040	PTD ND PASSENGER
52041	MYGL DB PASSENGER
52042	DB MYGL PASSENGER
52045	MYG DB MIX PASS
52046	DB MYG MIX PASS
52047	KSB UMPD PASSENGER
52048	UMPD KSB PASSENGER
52071	BI-MVJ PASS
52072	MVJ-BI PASS
52073	MJ-MVJ PASS
52074	MVJ-MJ PASS
52075	MJ-MVJ PASS
52076	MVJ-MJ PASS
52081	JP-SIKR PASS
52082	SIKR-JP PASS
52083	JP-SIKR PASS
52084	SIKR- JP PASS
52085	JP-CUR PASS
52086	CUR-JP PASS
52087	SIKR -CUR PASS
52088	CUR - SIKR PASS
52101	NRL/MATHERANPAS
52102	MAE NRL PAS
52103	NRL MAE PASS
52104	MAE NERAL PASS
52105	NRL MAE PASS
52106	MAE NERAL PASS
52107	NRL MAE PASS
52108	MAE NERAL PASS
52109	NRL MAE PASS
52110	MAE NRL PAS
52121	PC JMNR PASS
52122	JMNR PC PASS
52123	PC JMNR PASS
52124	JMNR PC PASS
52131	MZR YTL PASS
52132	YTL MZR PASS
52137	MZR ELP PASS
52138	ELP MZR PASS
52143	PLO ARVI PASS
52144	ARVI PLO PASS
52171	GWO-SOE PASS
52172	SOE-GWO PASS
52173	GWO-SBL PASS
52174	SBL-GWO-PASS
52175	GWO-SBL-PASS
52176	SBL-GWO-PASS
52177	SBL-SOE PASS
52178	SOE-SBL PASS
52179	DHO-SRMT
52180	SRMT-DHO-PASS
52181	DHO-TPO-PASS
52182	TPO-BARI-PASS
52183	BARI-SRMT-PASS
52184	SRMT-DHO-PASS
52201	KSJ-BRY PASS
52202	LKU-KSJ PASS
52203	KSJ-TPU PASS
52204	TPU-KSJ PASS
52205	KSJ-PBE-PASS
52206	PBE-KSJ-PASS
52207	KSJ-PBE-PASS
52208	PBE-KSJ PASS.
52213	BRY-MLN PASS
52214	MLN-BRY PASS
52215	BRY-PBE PASS.
52216	PBE-BRY PASS.
52217	KSJ-BRY PASS
52218	BRY-KSJ PASS
52219	PBE-TPU PASS
52220	TPU-PBE PASS
52221	PBE-MLN PASS.
52222	MLN-PBE PASS.
52223	PBE-MLN PASS.
52224	LMP-PBE-PASS
52225	PBE-LMP-PASS
52226	MLN-PBE-PASS
52227	PBE-TPU PASS
52228	TPU-PBE PASS
52229	SZP-TPU PASS
52230	TPU-SZP PASS
52231	PBE-SZP PASS
52232	SZP-PBE PASS
52233	PBE-SZP PASS
52234	SZP- PBE PASS
52235	PBE-SZP PASS
52236	SZP-PBE PASS
52237	PBE-ASSH-PASS
52238	ASH-PBE PASS
52239	PASSENGER
52240	PASSENGER
52241	MLN-ASH PASS.
52242	ASH-MLN PASS.
52243	BRY-ASSH-PASSANGER
52244	ASH-BRY-PASS
52245	MLN-ASSH PASS.
52246	PASSENGER
52247	MLN-STP-PASS
52248	STP-MLN-PASS
52249	PASSENGER
52250	ASH-STP-PASS
52251	STP-ASH-PASS
52252	ASH-STP-PASS
52253	GD-MLN PASS.
52254	MLN-GNAN-PASS
52255	PASSENGER
52256	BRY-GNAN-PASS
52257	GNAN-MLN-PASS
52258	MLN-GNAN-PASS
52259	GNAN-MLN-PASS
52260	MLN-GD PASS.
52261	PASSENGER
52262	NPR-GNAN PASS
52263	GNAN-NPR-PASS
52264	PASSENGER
52265	GNAN-NPR PASS
52266	PASSENGER
52267	GNAN-NPR-PASS
52268	NPR-GNAN
52269	ANDN-GD-PASS
52270	GD-ANDN-PASS
52271	ANDN-GD-PASS
52272	GD-ANDN-PASS
52273	ANDN-GD-PASS
52274	GD-ANDN-PASS
52275	ANDN-GD-PASS
52276	GD-ANDN-PASS
52277	PLK-MLN-PASS
52278	MLN-PLK-PASS
52279	THE-CPR PASS
52280	CPR-THE
52281	THE-CPR PASS
52282	CPR-THE PASS
52291	THE-CPR PASSANGER
52292	CPR-THE PASSANGER
52293	THE-CPR-PASSANGER
52294	CPR-THE PASSANGER
52295	THE-CPR-PASSENGER
52296	CPR-THE-PASSENGER
52297	PBE-SZP-PASS
52298	SZP-PBE-PASS
52321	PPV-SHC PASS
52322	SHC-RGV PASSENGER
52323	RGV-SHC PASSENGER
52324	SHC-RGV PASS
52325	RGV-SHC PASSENGER
52326	SHC-FBG PASS
52327	RGV-SHC PASS
52328	SHC-RGV PASS
52329	RGV-SHC PASS
52330	SHC-FBG PASSENGER
52331	RGV-SHC PASSENGER
52332	SHC-PPV PASSENGER
52441	52441
52442	52442
52443	52443
52444	52444
52451	KLK-SML SHIVALIK DELUXE
52452	KLK-SML
52453	KLK-SML MAIL
52454	SML-KLK MAIL
52455	KLK-SML
52456	SML-KLK
52457	KLK-SML PASS
52458	SML-KLK PASSENGER
52461	PTK-JMKR PASS
52462	PTK-JMKR
52463	PTK-BJPL
52464	BJPL-PTK PASSANGER
52465	PTK-BJPL PASSANGER
52466	BJPL-PTK PASSANGER
52467	PTK-BJPL PASSANGER
52468	BJPL-PTK
52469	PTK-BJPL
52470	BJPL-PTK PASSENGER
52471	PTK-JDNX PASS
52472	JDNX-PTK PASSNGER
52473	PTK-JDNX PASSANGER
52474	JDNX-PTK PASSNGER
52501	BKF-NKE PASS
52502	NRKG-BKF PASS
52503	BKF-NKE PASS
52504	NRKGE-BKF PASS
52505	BKF-NKE PASS
52506	NRKE-BKF PASS
52507	RXL-NRKG PASS
52508	NRKG-RXUL PASS
52509	RXUL-NRKG PASS
52510	NRKG-RXUL PASS
52511	RXUL-NRKG PASS
52512	NRKG-RXUL PASS
52513	SKI - JJP PASSENGER
52514	JJP - SKI PASSENGER
52515	JJP-LKQ PASS
52516	LKQ--JJP  PASS
52517	SKI-LKQ  PASS
52518	LKQ--JJP  PASS
52519	SKI--LKQ  PASS
52520	LKQ--SKI  PASS
52521	SKI--LKQ  PASS
52522	LKQ--SKI  PASS
52523	SKI-NMA  PASS
52524	NMA-SKI  PASS
52525	SKI-NMA  PASS
52526	NMA--SKI  PASS
52527	SKI-NMA PASS
52528	NMA--SKI  PASS
52529	SKI--NMA  PASS
52530	NMA-SKI  PASS
52531	SKI -NMA  PASS
52532	NMA-SKI  PASS
52533	BNKI-BHGJ PASS
52534	BHGJ-BNKI PASS
52535	BNKI-BHGJ PASS
52536	BGHJ-BNKI PASS
52537	BNKI-BHGJ PASS
52538	BHGJ-BNKI PASS
52540	DJ - KGN - NJP PASSENGER
52541	NJP DJ NG TRAIN
52542	KGN-NJP PASSENGER
52543	NJP - KGN PASSENGER
52544	DJ - KGN PASSENGER
52545	KGN - DJ JOY RIDE
52548	JOYRIDE
52549	JOYRIDE
52561	KXJ - MSSN PASSENGER
52562	MSSN - KXJ PASSENGER
52563	AGTL - SCL PASSENGER
52564	SCL - AGTL PASSENGER
52565	SCL - JRBM PASSENGER
52566	JRBM - SCL PASSENGER
52567	BPB - BHRB PASSENGER
52568	BHRB - BPB PASSENGER
52569	KXJ - DLCR PASSENGER
52570	DLCR - KXJ PASSENGER
52571	KXJ - DLCR PASSENGER
52572	DLCR - KXJ PASSENGER
52575	AGTL - DMR FAST PASSENGER
52576	DMR - AGTL FAST PASSENGER
52577	DMR - SCL PASSENGER
52578	SCL - DMR PASSENGER
52579	AGTL - DMR PASSENGER
52580	DMR - AGTL PASSENGER
52581	MANU-DMR PASSENGER
52582	DMR-MANU PASSENGER
52583	KXJ - SCL PASSENGER
52584	SCL - KXJ PASSENGER
52585	MSSN - KXJ PASSENGER
52586	KXJ - MSSN PASSENGER
52587	KGN - DJ PASSENGER
52588	DJ - KGN PASSENGER
52589	KXJ - SCL
52590	SCL - KXJ PASSENGER
52901	MSH-ADI FAST PASSENGER
52902	ADI-MSH FAST PASSENGER
52903	ADI-MSH FAST PASSENGER
52904	ADI-MSH FAST PASSENGER
52905	ADI-MSH FAST PASSNGER
52906	ADI-MSH FAST PASSENGER
52907	ADI-MSH FAST PASSENGER
52908	ADI-MSH FAST PASSENGER
52909	MSH-ADI FAST PASSENGER
52910	ADI-MSH FAST PASSENGER
52911	RUJ-ADIJ FAST PASSENGER
52912	ADIJ-RUJ FAST PASSENGER
52913	RUJ - ADIJ FAST PASSENGER
52914	ADIJ-RUJ FAST PASSENGER
