1235,BSDA,BANIYA SANDA DH,"25.86,71.668333"
1236,BSDL,BHARSENDI,"24.096619,81.90239"
1237,BSDP,BHUSANDPUR,"19.9520227,85.4767125"
1238,BSDR,BANSADHARA,"18.966526,83.822422"
1239,BSE,BADSHAHPUR,"25.652668,82.190952"
1240,BSGD,BAIS GODAM,"26.90163441,75.7894879"
1241,BSGN,BASUGAON,"26.460584,90.42057"
1242,BSGR,BHAGSAR,"30.452225,74.401817"
1243,BSHT,BASIRHAT,"22.650136,88.86858"
1244,BSI,BASBARI,"26.184094,89.900093"
1245,BSJ,BHUPALSAGAR,"24.8473393,74.2113483"
1246,BSKH,BASUKINATH,"24.388691,87.044849"
1247,BSKN,BHESANA MANKNAJ,"23.48529,72.31905"
1248,BSKO,BANSKHO,"26.855815,76.141906"
1249,BSKR,BASI KIRATPUR,"29.496988,78.213043"
1250,BSL,BHUSAVAL JN,"21.0469912,75.7883817"
1251,BSLA,BHASILA,"22.665244,88.658295"
1252,BSLE,BATASPUR,"23.87536,87.680726"
1253,BSM,BISANATTAM,"12.84234771,78.25003624"
1254,BSN,BANASANDRA,"13.265072,76.659057"
1255,BSP,BILASPUR JN,"22.057323,82.167435"
1256,BSPH,BISHANPUR HRYNA,"29.273672,76.323566"
1257,BSPL,BASAMPALLE,"14.31079523,77.74552345"
1258,BSPN,BASSI PATHANAM,"30.6887692,76.4099792"
1259,BSPR,BISHRAMPUR,"23.179028,82.98274"
1260,BSPX,BANSPANI,"22.00055281,85.42372227"
1261,BSQ,BARSI TAKLI,"20.576004,77.060852"
1262,BSQP,BANSIPUR,"25.124149,86.144657"
1263,BSR,VASAI ROAD,"19.3823886,72.8321617"
1264,BSRL,BESROLI,"26.991154,74.561205"
1265,BSRX,BAGEVADI RD,"16.47995853,75.82823753"
1266,BSS,BAHADUR SINGH W,"30.318655,75.858536"
1267,BSSL,BASI BERIASAL,"25.024454,74.764688"
1268,BST,BASTI,"26.815558,82.769939"
1269,BSTP,BASANTAPUR,"21.549058,85.67688"
1270,BSUR,BISALPUR,"28.290286,79.812369"
1271,BSW,BANESWAR,"26.388025,89.494286"
1272,BSWA,BAISWARA,"26.284873,80.834742"
1273,BSWD,BHEMSWADI,"0,0"
1274,BSX,BASAR,"18.8656,77.938986"
1275,BSY,BARSATHI,"25.564123,82.473936"
1276,BSYA,BARKISALALYA,"24.774188,84.178705"
1277,BSZ,BHARWA SUMERPUR,"25.825273,80.167279"
1278,BT,BARASAT,"22.72394,88.483543"
1279,BTA,BIHTA,"25.5611786,84.8743174"
1280,BTBR,BUTI BORI,"20.91847276,79.01362896"
1281,BTC,BALAGHAT JN,"21.8116285,80.1998853"
1282,BTCN,BALAGHAT JN,"21.8116285,80.1998853"
1283,BTD,BOTAD JN,"22.1829406,71.6656666"
1284,BTDF,SBI-BTD,"22.1829406,71.6656666"
1285,BTDR,BATADROWA ROAD,"26.467039,92.538185"
1286,BTE,BHARATPUR JN,"27.236697,77.488203"
1287,BTF,BATHNAHA,"26.341884,87.237797"
1288,BTG,BASHARATGANJ,"28.287919,79.2851056"
1289,BTGH,BETTADNAGENHALI,"14.198658,76.294384"
1290,BTH,BETTIAH,"26.8054447,84.5225161"
1291,BTHL,BITHAULI,"25.817509,85.29223"
1292,BTI,BHATINDA JN,"30.209828,74.932423"
1293,BTIC,BHATINDA CANTT,"30.19106,74.954224"
1294,BTJ,BISHNATHGANJ,"25.801437,81.934919"
1295,BTJL,BHATKAL,"13.98911,74.5660089"
1296,BTK,BANKATA,"26.266017,84.09502"
1297,BTKB,BATHNA KRITTI BAS,"23.2366336,88.48298943"
1298,BTKD,BHARATKUND,"26.6357065,82.1270031"
1299,BTKL,BHATKAL,"13.98911,74.5660089"
1300,BTKP,BHARAT KUP,"25.217366,80.767879"
1301,BTL,BORTALAO,"21.218181,80.626087"
1302,BTM,BATTULAPURAM,"13.74770508,78.30591244"
1303,BTNR,BHARTNAGAR,"17.46189991,78.42869282"
1304,BTO,BHITAURA,"28.469974,79.306526"
1305,BTP,BABATPUR,"25.454016,82.8804248"
1306,BTPD,BETHAMPURDI,"17.543716,80.573387"
1307,BTPG,BETHERIA GHOLA,"22.350552,88.573751"
1308,BTPR,BHATPUR,"22.138042,73.649254"
1309,BTQ,BETNOTI,"21.74111,86.8432887"
1310,BTR,BUTARI,"31.556304,75.183134"
1311,BTRA,BANTHRA,"27.928749,79.82769"
1312,BTRB,BETUR,"23.19078363,87.5788478"
1313,BTRI,BITROL,"27.983639,78.92355"
1314,BTRO,BASTOI HALT,"27.66711,78.285141"
1315,BTS,BASTA,"21.7028941,87.0637531"
1316,BTSD,BHATISUDA,"23.392367,75.421658"
1317,BTSI,BATASI,"26.606563,88.174907"
1318,BTSR,BHUTESHWAR,"27.50142,77.66789"
1319,BTT,BHATNI JN,"26.381567,83.934345"
1320,BTTN,BHATIAN,"31.071094,75.779657"
1321,BTTR,BITRAGUNTA,"14.7688748,79.983436"
1322,BTU,BARAUT,"29.09694,77.273026"
1323,BTV,BAITARANI ROAD,"20.987326,86.235723"
1324,BTVA,BATUVA,"18.34348678,83.62449646"
1325,BTW,BARSI TOWN,"18.240683,75.717859"
1326,BTX,BELA TAL,"25.289637,79.441881"
1327,BTY,BETHUADAHARI,"23.610495,88.384817"
1328,BTYA,BHATARIYA,"23.438522,72.274735"
1329,BTZ,BALIMARA,"27.236468,95.333176"
1330,BU,BASWA,"27.149436,76.575394"
1331,BUA,BARADWAR,"22.011655,82.813654"
1332,BUB,BISSAU,"28.2402814,75.0613884"
1333,BUBR,BHUTAKIA BHIMSA,"23.53393,70.908852"
1334,BUBT,BURAHA  BHARTHARA,"27.10345,78.653011"
1335,BUD,BADLAPUR,"19.1667383,73.2393996"
1336,BUDA,BHUDA,"27.124841,76.78791"
1337,BUDI,BUNDI,"25.408392,75.651169"
1338,BUDM,BADMAL,"20.38484,83.271089"
1339,BUDR,BAUDPUR,"21.068322,86.47562"
1340,BUE,BARUNA,"25.569621,84.089012"
1341,BUF,BIMLAGARH JN.,"21.964062,85.017056"
1342,BUG,BAGAHA,"27.130265,84.067211"
1343,BUGL,BUGLANWALI,"29.79507,74.237709"
1344,BUGN,BHURJIHA BARAGN,"27.637611,80.725822"
1345,BUGY,BUGIA HALT,"29.38038,73.608055"
1346,BUH,BURHAR,"23.212794,81.527996"
1347,BUI,BALLIA,"25.76032,84.15287"
1348,BUJ,BARAUNI FLAG,"25.467764,85.977974"
1349,BUL,BHALULATA,"22.266381,85.060272"
1350,BUM,BOMMASAMUDRAM,"13.044906,79.176407"
1351,BUP,BARIARPUR,"25.279781,86.576214"
1352,BUPH,BABUPETH,"19.922681,79.312577"
1353,BUQ,BARGI,"22.995533,79.874725"
1354,BUR,BINDAURA,"27.047354,81.351013"
1355,BURA,BAHUARA HALT,"0,0"
1356,BURN,BURNPUR,"23.6723837,86.9390934"
1357,BUS,BADAUSA,"25.248733,80.651321"
1358,BUT,BAYTU,"25.897218,71.76836"
1359,BUTA,BHADUTALA,"22.485437,87.32058"
1360,BUU,BHADANPUR,"24.16782,80.679517"
1361,BUW,BURHWAL,"27.086601,81.38968"
1362,BUX,BHANDAK,"20.084712,79.112978"
1363,BV,BABHNAN,"26.938255,82.499857"
1364,BVA,BAURIA JN,"22.486825,88.13889"
1365,BVB,BHADBHADAGHAT,"23.375035,77.535152"
1366,BVC,BHAVNAGAR TRMUS,"21.781818,72.141209"
1367,BVH,BALLABGARH,"28.342763,77.311821"
1368,BVI,BORIVALI,"19.229149,72.856822"
1369,BVL,BIKKAVOLU,"16.968924,82.030792"
1370,BVM,BAYYAVARAM,"17.659767,82.930212"
1371,BVN,BISWAN,"27.4892276,80.9907334"
1372,BVNR,BHAVANI NAGAR,"17.157275,74.313326"
1373,BVO,BOGOLU,"15.473493,77.914395"
1374,BVP,BHAVANAGAR PARA,"21.7705,72.118292"
1375,BVQ,BHILAVDI,"17.007668,74.516401"
1376,BVR,BANAVAR,"13.391958,76.144009"
1377,BVRM,BHIMAVARAM JN,"16.543487,81.538725"
1378,BVRT,BHIMAVARAM TOWN,"16.547848,81.517353"
1379,BVS,BHIVPURI ROAD,"18.970625,73.331294"
1380,BVW,BAHMINIWALA,"30.5494,74.193592"
1381,BVZ,NALOI BARWA,"28.96290483,75.62361717"
1382,BW,BIWAI,"27.088015,76.629639"
1383,BWA,BHINWALIYA,"25.5593227,73.4921408"
1384,BWB,BAGWALI,"30.033582,74.772949"
1385,BWBN,BEWAR BHOJAN,"28.552862,75.547829"
1386,BWC,BANWALI,"0,0"
1387,BWCN,BOWAICHANDI,"23.13152,87.726946"
1388,BWD,BELVANDI,"18.710968,74.622231"
1389,BWF,BUTEWALA,"31.080357,74.896803"
1390,BWH,BHADAURA,"25.4503953,83.738324"
1391,BWI,BILWAI,"26.158866,82.665081"
1392,BWIP,BHAWANIPATNA,"19.93309,83.158324"
1393,BWJ,BARWADAG,"0,0"
1394,BWK,BAWANI KHERA,"28.939059,76.032257"
1395,BWL,BAWAL,"28.070011,76.572132"
1396,BWM,BHAWANI MANDI,"24.419702,75.83004"
1397,BWN,BURDWAN,"23.249548,87.870111"
1398,BWO,BURAMARA,"22.107987,86.650715"
1399,BWP,BHAWANIPUR KALN,"27.415433,82.160912"
1400,BWPB,BHAWANIPUR BIHAR,"25.598032,87.868996"
1401,BWPL,BALWANT PURA CHELASI,"27.90137,75.242357"
1402,BWR,BARWA SAGAR,"25.351938,78.731718"
1403,BWRA,BHARATWADA,"21.231275,79.0166881"
1404,BWS,BADWASI,"27.311155,73.662815"
1405,BWSN,BIJWASAN,"28.53684,77.051432"
1406,BWT,BANGARAPET,"12.984988,78.178368"
1407,BWV,BHIWAPUR,"20.76951671,79.51174736"
1408,BWW,BARWAHA,"22.2558959,76.0307121"
1409,BWX,BAHMAN DIWANA,"30.225626,74.849253"
1410,BWY,BANGARAPET,"12.9849029,78.1787091"
1411,BWZ,BADDOWAL,"30.862447,75.743008"
1412,BXA,BALOD,"20.740824,81.205101"
1413,BXB,BANGA,"31.176789,75.999212"
1414,BXC,BARWALA,"29.367964,75.887461"
1415,BXF,BARSUAN,"21.847438,85.119839"
1416,BXG,BHANGA,"24.857157,92.457161"
1417,BXHT,BOXIRHAT,"0,0"
1418,BXJ,BOKAJAN,"26.018686,93.779726"
1419,BXK,BANDARKHAL,"25.069895,92.800827"
1420,BXL,BHEDUASOL,"23.198831,87.121797"
1421,BXLL,BILLI,"24.452931,83.011494"
1422,BXM,BELRAYAN,"28.379621,80.915508"
1423,BXN,BAYANA JN,"26.916024,77.296801"
1424,BXO,BOPARAI,"31.243554,74.784064"
1425,BXP,BARPATHAR,"26.274522,93.899632"
1426,BXQ,BRUNDAMAL,"21.806643,84.016356"
1427,BXR,BUXAR,"25.561607,83.981724"
1428,BXS,PICHCHANDARKOVL,"10.881522,78.720646"
1429,BXT,BAMANHAT,"26.07044927,89.58337784"
1430,BXY,BORDHAL,"21.997331,78.348484"
1431,BY,BYCULLA,"18.97655,72.832811"
1432,BYC,BELLARY CANT,"15.150636,76.894855"
1433,BYD,BYADGI,"14.701505,75.486717"
1434,BYE,BANSI BOHERA,"24.363673,74.389114"
1435,BYH,BHITI,"25.333748,82.261548"
1436,BYHA,BARYA RAM,"25.566911,82.226572"
1437,BYL,BELHA,"21.961753,82.076969"
1438,BYN,BANAHI,"25.561491,84.390106"
1439,BYNR,BYNDOOR,"13.87233,74.63253"
1440,BYO,BAYALUVADDIGERI,"15.230196,76.532968"
1441,BYP,BAIJNATHPUR,"25.900924,86.653676"
1442,BYPL,BAIYYAPPANAHALI,"12.990508,77.651196"
1443,BYQ,BAHAI,"0,0"
1444,BYR,BHAYANDAR,"19.311386,72.852659"
1445,BYS,BARSALI,"21.909963,78.031511"
1446,BYSA,BASULYASUTAHATA,"22.12039128,88.13065325"
1447,BYT,BHATAPARA,"21.732394,81.945992"
1448,BYXA,BETGARA,"26.612165,88.885059"
1449,BYY,BYREE,"20.628447,86.035137"
1450,BZ,BHARUR,"30.180414,75.819569"
1451,BZA,VIJAYAWADA JN,"16.518062,80.618448"
1452,BZB,BARRA BAZAR,"22.590447,88.351343"
1453,BZC,BELIATOR,"23.315144,87.222519"
1454,BZG,BILGA,"31.057787,75.666361"
1455,BZGT,BAZURGHAT,"24.607693,92.383518"
1456,BZJT,BAZIDA JATAN,"29.612901,76.965322"
1457,BZK,BHAINI KHURD,"29.751934,76.955752"
1458,BZL,BELANAGAR,"22.661185,88.317804"
1459,BZLE,BAZARSAU,"23.8757826,88.1828693"
1460,BZM,BHIMSEN,"26.419314,80.217705"
1461,BZN,BAGNAN,"22.462595,87.970791"
1462,BZO,BARSOLA,"29.394739,76.232071"
1463,BZR,BISRA,"22.247952,84.998131"
1464,BZS,BANSJORA,"23.790371,86.354985"
1465,BZU,BETUL,"21.896823,77.906327"
1466,BZY,BASAI,"25.142643,78.393974"
1467,CAA,CHAKIA,"26.417662,85.04684"
1468,CABN,CABIN,"21.235782,81.498814"
1469,CAER,CHHANERA,"21.963505,76.707315"
1470,CAF,CHANDA FORT,"19.9402512,79.3124485"
1471,CAG,CHHABRA GUGOR,"24.680089,76.850739"
1472,CAI,CHANPATIA,"26.94143,84.530439"
1473,CAJ,CHAKRAJ MAL,"29.249804,78.536067"
1474,CAM,CHHOTA AMBANA,"23.76272318,86.57458305"
1475,CAMU,CHAMUA,"27.141035,84.394741"
1476,CAN,CANNANORE,"11.8710942,75.3687267"
1477,CAO,CHAURADANO,"26.85072224,85.01790731"
1478,CAP,CHATRAPUR,"19.3593372,84.973653"
1479,CAPA,CHHAPRA,"25.787836,84.724305"
1480,CAPC,CHATRAPUR COURT,"19.359251,84.982853"
1481,CAPE,KANYAKUMARI,"8.088208,77.542684"
1482,CAR,CHUNAR,"25.103671,82.875023"
1483,CARD,CHARUDU,"23.470175,72.532597"
1484,CAS,CHAS ROAD,"23.415683,86.225595"
1485,CASA,CHHANSARA,"23.767436,71.276207"
1486,CAT,CHATTAR HAT,"26.548877,88.323426"
1487,CATA,CHHATA ASCHAURA,"25.824617,84.253936"
1488,CAZ,CHAUHANI,"23.328543,76.259022"
1489,CBE,COIMBATORE JN,"10.997479,76.966138"
1490,CBF,COIMBATORE NRTH,"11.020227,76.954594"
1491,CBG,CHARBHUJA ROAD,"25.352558,73.946571"
1492,CBH,CHAUBE,"24.227242,85.82159"
1493,CBJ,CLUTTERBUCKGANJ,"28.396535,79.371586"
1494,CBK,CHACHAURA BNGJ,"24.177804,77.016263"
1495,CBM,CUMBUM,"15.592947,79.110832"
1496,CBN,CHIT BARAGAON,"25.744549,84.00198"
1497,CBP,CHIK BALLAPUR,"13.4314853,77.7327098"
1498,CBR,CHAUBEPUR,"26.598428,80.210924"
1499,CBSA,CHAIBASA,"22.560044,85.811892"
1500,CBT,CHARBATIA,"20.5692939,85.9112406"
1501,CBU,C BABUSAMUDRAM,"11.919675,79.686627"
1502,CBX,CHAND BHAN,"30.444678,74.879551"
1503,CBY,KHAMBHAT,"22.3234482,72.6300851"
1504,CBZ,CHURAIBARI,"24.433241,92.240868"
1505,CC,CHAURI CHAURA,"26.673692,83.545704"
1506,CCA,CHIGICHERLA,"14.517454,77.683468"
1507,CCAB,C CABIN,"21.210179,81.443453"
1508,CCBG,CHICHOLI BUZURG,"20.613023,79.912663"
1509,CCD,CHICHONDA,"21.709809,78.352132"
1510,CCH,CHINCHVAD,"18.639373,73.791862"
1511,CCI,CHINNEKUNTAPALI,"14.435678,77.759514"
1512,CCK,CHICHAKI,"24.111975,85.946388"
1513,CCL,CHANCHELAV,"22.79588544,73.71439934"
1514,CCO,CHICHOLI,"21.458341,79.702291"
1515,CCP,CHHUCHHAPURA JN,"22.215219,73.595009"
1516,CCT,KAKINADA TOWN,"16.9674599,82.2333718"
1517,CD,CHANDRAPUR,"19.959796,79.300175"
1518,CDA,CHUDA,"22.496698,71.750679"
1519,CDAE,CHANDANPUR,"22.88092,88.175797"
1520,CDB,CHAUDHRIBANDH,"24.053518,85.991535"
1521,CDBN,CHEDHABANNI HALT,"25.488995,86.60059"
1522,CDD,CHANDOD,"21.99367,73.451672"
1523,CDG,CHANDIGARH,"30.7018973,76.822"
1524,CDGR,CHANDRAKONA RD,"22.739496,87.341008"
1525,CDH,CHAKDAHA,"23.078626,88.529892"
1526,CDI,CHANDNI,"21.427024,76.350517"
1527,CDK,CHANDKHERA ROAD,"23.111668,72.563024"
1528,CDL,CHODIALA,"29.895908,77.738056"
1529,CDM,CHIDAMBARAM,"11.391481,79.7033511"
1530,CDMR,CHANDAULI MJHWR,"25.261153,83.267784"
1531,CDNR,CHANDANAGAR,"17.487607,78.333485"
1532,CDP,CHANDPARA,"22.962424,88.785303"
1533,CDQ,CHADOTAR,"24.18423723,72.37280094"
1534,CDRA,CHANDERA,"12.179468,75.167942"
1535,CDRL,CHHANDRAULI,"26.699612,81.23085"
1536,CDS,CHANDISAR,"24.2061215,72.3124462"
1537,CDSL,CHANDRESAL,"25.213328,75.944366"
1538,CE,CHHARODI,"23.026146,72.322955"
1539,CEL,CHEBROL,"16.819618,81.396203"
1540,CEM,CHEEKATEEGALPLM,"16.011578,79.682722"
1541,CEME,CHEGRO,"24.029689,86.011276"
1542,CEU,CHIHERU,"31.267474,75.69932"
1543,CFG,CHAKITING,"26.573099,94.132662"
1544,CG,CANNING,"22.313714,88.667908"
1545,CGA,CHENGEL,"22.486825,88.13889"
1546,CGE,CHARGHAT PIPARI,"0,0"
1547,CGF,CHARALI,"27.442326,95.350342"
1548,CGH,CHOLANG,"31.61772,75.640354"
1549,CGHD,CHINNADAGUDIHDI,"12.084184,76.732035"
1550,CGI,CHANDRAGIRI,"13.61162,79.312105"
1551,CGKR,CHANDAGIRIKOPAL,"12.485437,76.730447"
1552,CGL,CHENGALPATTU,"12.692844,79.981499"
1553,CGLA,CHANGOTOLA,"22.245569,80.117455"
1554,CGN,CHIRGAON,"25.574653,78.805361"
1555,CGO,CHHIDGAON,"22.406793,77.313945"
1556,CGON,CHAYGAON,"26.047298,91.359987"
1557,CGR,CHANDAN NAGAR,"22.86716,88.354111"
1558,CGS,CHANGSARI,"26.255934,91.692753"
1559,CGTA,CHEGUNTA,"16.48506136,77.30195045"
1560,CGV,CHINGAVANAM,"9.537527,76.525655"
1561,CGX,CHARGOLA,"24.846254,92.417164"
1562,CGY,CHANGANACHERI,"9.449781,76.548314"
1563,CH,CHANDAUSI JN,"28.458656,78.780298"
1564,CHA,CHAWAPALL,"30.784908,76.080151"
1565,CHAF,CHAF HALT,"26.81733,84.113045"
1566,CHAR,CHARMAL,"21.095471,84.204497"
1567,CHB,CHABUA,"27.480862,95.171771"
1568,CHBN,CHANDKHIRA BAGN,"24.516202,92.287731"
1569,CHBR,CHAURE BAZAR,"26.469651,82.118855"
1570,CHBS,CHAUBISI,"26.580391,81.429119"
1571,CHBT,CHAKARBHATHA,"22.002902,82.111988"
1572,CHC,CHANCHAI,"23.158235,88.025851"
1573,CHCR,CHACHER,"21.241782,79.355278"
1574,CHD,CHANDIA ROAD,"23.6455199,80.701516"
1575,CHDX,CHHADA,"23.238034,81.471837"
1576,CHE,SRIKAKULAM ROAD,"18.408569,83.903661"
1577,CHH,CHAUKHANDI,"25.315167,82.930298"
1578,CHHU,CHHANVA,"22.131602,86.162853"
1579,CHI,CHIPLUN,"17.5421274,73.522049"
1580,CHIB,CHIRAI BG,"23.208771,70.242119"
1581,CHIT,CHITHARI HALT,"25.228469,79.890922"
1582,CHJ,CHATA,"27.711722,77.502708"
1583,CHJC,CHITODA,"20.708914,78.63018"
1584,CHK,CHAKERI,"26.38149,80.406876"
1585,CHKB,CHAKKI BANK,"32.259193,75.636191"
1586,CHKE,CHALLAKERE,"14.315224,76.660087"
1587,CHL,CHOLA,"28.31231512,77.72955894"
1588,CHLK,CHAVALKHEDE,"21.024304,75.352457"
1589,CHLR,CHHALESAR,"27.212579,78.084641"
1590,CHM,CHALTHAN,"21.158039,72.9563"
1591,CHN,CHHINA,"31.902445,75.272183"
1592,CHNN,CHANNANI,"26.49531,75.920677"
1593,CHNR,CHHAN ARORIAN,"32.46118096,75.35891533"
1594,CHNU,CHHANVA,"0,0"
1595,CHOK,CHAUK,"18.902591,73.239343"
1596,CHP,CHHAPI,"24.034628,72.400331"
1597,CHPD,CHEPPAD HALT,"9.232969,76.477032"
1598,CHPT,CHATRAPPATTI,"10.477431,77.655573"
1599,CHQ,CHOKA,"22.863996,77.638638"
1600,CHR,CHILKAHAR,"25.82705,83.965373"
1601,CHRA,CHHARRA,"23.375587,86.422834"
1602,CHRG,CHORGI,"17.175317,75.869951"
1603,CHRM,CHIRMIRI,"23.1899555,82.3500208"
1604,CHRU,CHAMRUA,"28.796546,79.139328"
1605,CHSM,CHINNA SALEM,"11.631052,78.873811"
1606,CHT,CHAMPAHATI,"22.401983,88.493414"
1607,CHTI,CHANETI,"28.396535,79.371586"
1608,CHTL,CHURARU TAKRALA,"31.597545,76.166325"
1609,CHTS,COCHIN HRBR TMS,"9.960228,76.267519"
1610,CHTT,CHITTA HALT,"17.823059,77.536697"
1611,CHTX,COCHIN,"0,0"
1612,CHU,CHAMPION,"12.936641,78.262954"
1613,CHUA,CHOURAI,"22.057562,79.246616"
1614,CHV,CHARVATTUR,"12.213781,75.15481"
1615,CHWT,CHHAPRAWAT,"28.547735,77.798309"
1616,CHZ,CHARLAPALLI,"17.458072,78.606019"
1617,CI,CHHAPRA KACHERI,"25.786097,84.747205"
1618,CIA,CHHEHARTA,"31.622178,74.794578"
1619,CID,CHIRAIDONGRI,"22.411584,80.286198"
1620,CIF,CIF,"25.785981,84.746449"
1621,CIH,CHILHIA,"27.3521,82.990894"
1622,CII,CHETTIYAPATTI,"10.395996,78.034344"
1623,CIK,CHIKSANA,"27.199526,77.663555"
1624,CIL,CHILBILA JN,"25.946931,82.003841"
1625,CIO,CHIKHLI ROAD,"20.806188,73.070755"
1626,CIT,CHITALI,"19.686637,74.619312"
1627,CIV,CHINNARAVURU,"16.223781,80.655613"
1628,CJ,KANCHIPURAM,"12.849377,79.703579"
1629,CJA,CHONGAJAN,"26.062489,93.818264"
1630,CJL,CHAJLI,"30.040195,75.812616"
1631,CJM,CHINNA GANJAM,"15.689402,80.236673"
1632,CJN,CHHATNA,"23.304936,86.975284"
1633,CJQ,CHAMPAJHARAM,"22.101546,84.904232"
1634,CJR,CHAMARAJ,"22.735499,71.555843"
1635,CJS,CHARAMULA KUSUM,"19.020253,82.400894"
1636,CJW,CHAJAWA,"25.009084,76.581059"
1637,CK,CHIKSUGAR,"16.336737,77.343922"
1638,CKA,CHAK PAKHHEWALA,"30.434614,74.19754"
1639,CKB,CHAUTH KA BRWRA,"26.050923,76.148643"
1640,CKD,CHARKHI DADRI,"28.600499,76.279621"
1641,CKDL,CHAKDAYALA,"32.479284,75.305228"
1642,CKE,CHOKI SORATH,"21.659462,70.526133"
1643,CKG,CHOWKA GHAT,"27.100432,81.450362"
1644,CKH,CHAKAND,"24.8902516,84.9956042"
1645,CKHS,CHIKHLI,"0,0"
1646,CKI,CHALAKUDI,"10.3019275,76.3219376"
1647,CKK,CHAKARPUR,"28.952278,80.002613"
1648,CKKD,CHARKHEDA KHURD,"21.938906,76.642685"
1649,CKLA,CHAK BANWALA,"30.422773,74.133167"
1650,CKLT,CHAK KALI LAIT,"28.874141,78.611641"
1651,CKM,CHAUKI MAN,"30.814766,75.565553"
1652,CKN,CHINTA KANI,"17.126519,80.201397"
1653,CKNA,CHIKNA,"26.269404,86.418114"
1654,CKNI,CHIKNI ROAD,"20.326036,78.959427"
1655,CKOD,CHAKROD,"23.349309,76.788425"
1656,CKP,CHAKRADHARPUR,"22.678649,85.627441"
1657,CKR,CHIKODI ROAD,"16.396566,74.779816"
1658,CKRD,CHAKMAKRAND,"25.697709,85.275064"
1659,CKS,CHAKSU,"26.592518,75.910378"
1660,CKSR,CHAK SAFAURA HALT,"28.211693,79.842968"
1661,CKTD,CHITRAKOT,"25.217211,80.922375"
1662,CKU,CHAKULIA,"22.478299,86.721311"
1663,CKV,CHERUKUVADA,"16.58972159,81.42161278"
1664,CKVD,CHIKKANDAWADI,"14.136409,76.164608"
1665,CKW,CHALKHOA,"27.461824,94.967537"
1666,CKX,CHAKUR,"18.482865,76.894169"
1667,CKYD,CHAKRA ROAD,"26.001253,83.672218"
1668,CLA,KURLA JN,"19.065241,72.879395"
1669,CLAT,LOKMANYATILAK T,"0,0"
1670,CLC,CHALALA,"21.4150788,71.1617625"
1671,CLD,CHALSA JN,"26.882115,88.798113"
1672,CLDB,CHANDLODIYA,"23.094733,72.543557"
1673,CLDR,CHILIKIDARA,"21.242822,85.826912"
1674,CLDY,CHANDLODIYA,"23.117864,72.56032"
1675,CLE,CHINTALPALLI,"17.914716,79.701347"
1676,CLF,CHHULHA,"23.106734,81.73708"
1677,CLG,KAHALGAON,"25.263637,87.237496"
1678,CLI,CHALGERI,"14.572951,75.721035"
1679,CLJ,COLONELGANJ,"27.137598,81.694078"
1680,CLKA,CHILKA,"19.686314,85.179534"
1681,CLKN,CHUCHELA KALAN HALT,"29.014746,78.272953"
1682,CLN,KOLLIDAM,"11.332493,79.718127"
1683,CLO,CHILO,"27.446134,73.524971"
1684,CLPE,CHALLAVARIPALLI,"14.876608,78.034318"
1685,CLR,CASTLE ROCK,"15.397749,74.334354"
1686,CLT,CALICUT,"11.246514,75.780687"
1687,CLU,CHILAKALAPUDI,"16.202641,81.162057"
1688,CLVR,CHILUVUR,"16.379768,80.617118"
1689,CLW,CHILWARIYA,"27.487411,81.699142"
1690,CLX,CHIRALA,"15.830985,80.353832"
1691,CM,CAMPIERGANJ,"27.05817,83.267784"
1692,CMA,CINNAMARA,"26.715407,94.169312"
1693,CMC,CHEMANCHERI,"11.404859,75.719619"
1694,CMDP,CHIMIDIPALLI,"18.262284,83.076382"
1695,CMJ,CHAMARAJAPURAM,"12.2982,76.637621"
1696,CMK,CHAMAK,"21.198496,77.446404"
1697,CMMG,CHAMUNDA MARG,"32.110641,76.420727"
1698,CMNR,CHAMARAJANAGAR,"11.934791,76.932707"
1699,CMP,CHROMEPET,"12.951657,80.141187"
1700,CMR,CHAMROLA,"27.392802,78.179913"
1701,CMU,CHAU MAHLA,"23.948645,75.601301"
1702,CMW,CHIMA PAHAD,"17.516052,80.463696"
1703,CMX,CHAMAGRAM,"24.821484,87.963495"
1704,CMZ,CHALAMA,"15.422738,78.695412"
1705,CNA,CHANDERIYA,"24.939448,74.629869"
1706,CNB,KANPUR CENTRAL,"26.45436,80.351086"
1707,CNBI,CHANDARI,"26.427808,80.360355"
1708,CNC,CHINCHLI,"16.571377,74.855003"
1709,CND,CHANDUR,"20.8041692,77.9818058"
1710,CNDB,CHANDUR BAZAR,"21.227462,77.755982"
1711,CNDM,CHANDI MANDIR,"30.727191,76.886959"
1712,CNE,CHANDRANATHPUR,"24.984502,92.716198"
1713,CNF,CHIANKI,"23.973862,84.11562"
1714,CNGR,CHENGANNUR,"9.319414,76.608181"
1715,CNH,CHAUNRAH,"26.16553,79.782629"
1716,CNI,CHANDIL JN,"22.955864,86.071959"
1717,CNJ,CHANDER NAGAR,"28.662631,77.330961"
1718,CNK,CHANDOK,"29.576966,78.152962"
1719,CNKP,CHANAKYAPURI,"28.591625,77.171724"
1720,CNL,CHANDAWAL,"25.948243,73.87207"
1721,CNN,CHINTAMAN GANES,"23.102628,75.712795"
1722,CNO,CANACONA,"15.006806,74.039354"
1723,CNPA,CHANNARAYAPATNA,"0,0"
1724,CNPR,CHAINPUR,"23.730041,85.583153"
1725,CNR,CHANDAR,"15.264934,74.047894"
1726,CNRF,CHANDER P.H.,"23.304897,87.266464"
1727,CNS,CHUCHURA,"22.890251,88.36956"
