587,7224,KRNT-SC INNAUGURAL SPL
588,7227,OGL-AII SPL
589,7228,AII OGL MTM SPL
590,7229,GNT-TPTY-HOLIDAY SPL
591,7230,TPTY-GNT-HOLIDAY-SPL
592,7233,RU-SC JANATHA SPL
593,7234,AWB-RU JANATHA SPL
594,7239,KUMBMELA PL
595,7240,KUMB MELA SPL
596,7307,MYS-SBC SPECIAL
597,7308,SBC-MYS SPECIAL
598,7313,MAS-UBL EXPRESS SPECIAL
599,7314,UBL-MAS EXPRESS SPECIAL
600,7315,VELANKANNI EXP
601,7316,VLNK VSG EXP
602,7405,AWB-TPTY-SPL
603,7406,TPTY-AWB-SPECIAL
604,7407,TPTY ADB SPL
605,7429,HYB-RU HOLIDAY SPL
606,7430,RU-HYB-HOLIDAY SPL
607,7490,RU GKP SPL
608,7501,PAU-PARLI SPL
609,7502,PARLI-PAU SPL
610,7503,AWB TPTY SPL
611,7505,AWB-SC  HOLIDAY SPL
612,7506,QLN-TPTY SABARIMALAI SPLS
613,7509,ADB QLN SPL
614,7511,NED ALD SPL
615,7512,JAT-NED SPL
616,7513,NED-JAT SPL
617,7514,KUMBAMELA SPL
618,7603,KCG KMC SPL
619,7604,KMC KCG SPL
620,7605,MAQ-KCG SPL
621,7606,KCG-MAQ SPL
622,7613,NZB-QLN SABARIMALAI SPL
623,7614,QLN-NZB
624,7615,KCG-MDU INAUGURALSPL
625,7616,MDU-KCG INAUGURAL SPL
626,7629,NED-PA-HOLIDAY SPL
627,7630,PA-NED HOLIDAY SPL
628,7631,NED-PA SPL
629,7632,NED-PA-NED
630,7696,KRNT-NDL DEMU
631,8001,SHM-JGM-SHM BI-WEEKLY SPL
632,8002,SHM-JGM-SHM BI-WEEKLY SPL
633,8003,SHM-YPR EXAM SPL
634,8014,MDN KGP MEMU SPL
635,8015,SRC-JGM MEMU SPL
636,8016,JGM-SRC MEMU SPL
637,8017,KGP-JGM MEMU SPL
638,8018,JGM-KGP MEMU SPL
639,8031,SRC ALD KUNBHA SPL
640,8033,KGP - BLS SPL
641,8034,BLS - KGP SPL
642,8035,BLS - KGP DEMU SPL
643,8036,BLS - KGP MEMU SPL
644,8041,SRC MAS SUP SPL
645,8042,CEN-HWH HOLIDAY SPECIAL
646,8051,KGP JGM MEMU SPL
647,8052,JGM KGP MEMU SPL
648,8059,LTT - SHM
649,8060,SRC - LTT DP SPL
650,8069,LTT SRC SPECIAL
651,8281,KRBA- BSP PASS SPL
652,8282,BSP-KRBA PASS. SPL.
653,8295,SUPER FAST WINTER SPL
654,8296,PUNE BSP WINTER SF SPL
655,8297,KUMBHA MELA SPECIAL
656,8474,SRC PURI SPECIAL
657,8509,VSKP-NED SPECIAL
658,8510,NED VSKP SPL
659,8514,VKB   VSKP SPL
660,8561,VSKP-RU SPL
661,8562,RU-VSKP SPL
662,8569,VSKP-QLN WEEKLY SPL
663,8570,QLN-VSKP WEEKLY SPL
664,8575,VSKP ALD SPECIA
665,8576,ALD VSKP SPL
666,8581,BPQ-CAF PASS SPL
667,8583,BPQ-CAF PASS SPL
668,8601,EMPTY RAKE-1
669,8602,EMPTY RAKE-3
670,8603,EMPTY RAKE
671,8604,EMPTY RAKE TO BIA
672,8611,NGP HATIA SPL
673,8631,RNC KIR SPECIAL
674,8635,HTE YPR SPECIAL
675,8636,YPR-HTE HOLIDAY SPECIAL
676,8637,HTE YPR SPL
677,8638,YPR-HTE HOLIDAY SPECIAL
678,8641,RNC ALD KUNBHA SPL
679,8785,DURG-DRZ PASS SPL
680,8786,DRZ-DURG PASS SPL
681,8787,R-DRZ LOCAL
682,8788,DRZ-R LOCAL
683,8789,R DURG PASS SPL
684,8791,G-DURG PASS SPL
685,8792,DURG-G PASS SPL
686,9003,BCT-NDLS  H/SPL
687,9004,NDLS-BCT HOLIDAY SPL
688,9005,BCT - NDLS H /SPL
689,9006,NDLS - BCT H /SPL
690,9009,GANPATHI SPL
691,9010,GANPATHI SPL
692,9011,KUMBH MELA SPL
693,9013,BDTS - VLKN SPL
694,9014,VLKN - BDTS SPL
695,9019,BDTS - BGKT HOLI SPL
696,9020,BGKT - BDTS HOLI SPL
697,9021,BDTS-JAT H/SPL
698,9022,JAT-BDTS  H/SPL
699,9025,BDTS-BHUJ   H/SPL
700,9026,BHUJ-BDTS H/SPL
701,9027,BCT-AII-DDR  SPL
702,9028,AII-DDR HOLIDAY SPL
703,9029,BDTS - INDB
704,9033,JAIPUR AC SPL
705,9045,BDTS-JP WEEKLY H.SPL
706,9046,JP-BDTS WEEKLY H/SPL
707,9047,KUMBH MELA SPL
708,9049,BDTS-JU  HOLIDAY SPL
709,9050,JU-BDTS HOLIDAY SPL
710,9123,ANND  DK MEMU
